name,awards,oscar_wins_and_nominations,other_wins,other_nominations,total_awards_and_nominations
Death Becomes Her,Won 1 Oscar. Another 4 wins & 16 nominations.,1,4,16,21
The Efficiency Expert,3 wins & 7 nominations.,0,3,7,10
Split Second,,0,0,0,0
The Bodyguard,Nominated for 2 Oscars. Another 10 wins & 19 nominations.,2,10,19,31
Children of the Corn II: The Final Sacrifice,1 nomination.,0,0,1,1
Consenting Adults,1 nomination.,0,0,1,1
Damage,Nominated for 1 Oscar. Another 6 wins & 4 nominations.,1,6,4,11
Stay Tuned,2 nominations.,0,0,2,2
The Crying Game,Won 1 Oscar. Another 21 wins & 46 nominations.,1,21,46,68
Captain Ron,2 nominations.,0,0,2,2
Crossing the Bridge,,0,0,0,0
That Night,,0,0,0,0
Cool World,2 nominations,0,0,2,2
Tetsuo II: Body Hammer,3 wins & 2 nominations.,0,3,2,5
The Babe,1 nomination.,0,0,1,1
Strictly Ballroom,Won 3 BAFTA Film Awards. Another 16 wins & 18 nominations.,0,19,18,37
Como agua para chocolate,Nominated for 1 Golden Globe. Another 26 wins & 12 nominations.,0,26,13,39
Straight Talk,,0,0,0,0
Storyville,1 nomination.,0,0,1,1
Chaplin,Nominated for 3 Oscars. Another 3 wins & 16 nominations.,3,3,16,22
Stop! Or My Mom Will Shoot,3 wins & 1 nomination.,0,3,1,4
CrissCross,,0,0,0,0
The Gun in Betty Lou's Handbag,,0,0,0,0
The Distinguished Gentleman,4 wins,0,4,0,4
South Central,3 nominations.,0,0,3,3
The Taking of Beverly Hills,,0,0,0,0
Curly Sue,1 win.,0,1,0,1
Dead Again,Nominated for 1 Golden Globe. Another 1 win & 4 nominations.,0,1,5,6
The Silence of the Lambs,Won 5 Oscars. Another 64 wins & 51 nominations.,5,64,51,120
Paradise,,0,0,0,0
Cape Fear,Nominated for 2 Oscars. Another 5 wins & 19 nominations.,2,5,19,26
Terminator 2: Judgment Day,Won 4 Oscars. Another 32 wins & 33 nominations.,4,32,33,69
Wild Hearts Can't Be Broken,,0,0,0,0
The Ballad of the Sad Cafe,1 nomination.,0,0,1,1
Under Suspicion,2 nominations.,0,0,2,2
A Kiss Before Dying,2 wins.,0,2,0,2
Whore,,0,0,0,0
Hard Promises,,0,0,0,0
Once Around,1 nomination.,0,0,1,1
One Good Cop,1 nomination.,0,0,1,1
Wild Orchid II: Two Shades of Blue,,0,0,0,0
The Man in the Moon,3 nominations.,0,0,3,3
Black Robe,10 wins & 13 nominations.,0,10,13,23
Scenes from a Mall,,0,0,0,0
Dutch,1 win & 1 nomination.,0,1,1,2
Homicide,3 wins & 7 nominations.,0,3,7,10
Dying Young,3 nominations.,0,0,3,3
Married to It,,0,0,0,0
Bugsy,Won 2 Oscars. Another 10 wins & 41 nominations.,2,10,41,53
Suburban Commando,,0,0,0,0
The Marrying Man,1 nomination.,0,0,1,1
Hook,Nominated for 5 Oscars. Another 7 wins & 17 nominations.,5,7,17,29
Where the Day Takes You,1 win & 2 nominations.,0,1,2,3
Run,3 wins & 4 nominations.,0,3,4,7
Only the Lonely,,0,0,0,0
The Super,1 win.,0,1,0,1
King Ralph,,0,0,0,0
Samantha,1 win.,0,1,0,1
Flirting,5 wins & 3 nominations.,0,5,3,8
Oscar,3 nominations.,0,0,3,3
Other People's Money,,0,0,0,0
Mannequin: On the Move,,0,0,0,0
Closet Land,1 win & 1 nomination.,0,1,1,2
Out for Justice,,0,0,0,0
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,2 wins & 1 nomination.,0,2,1,3
Drop Dead Fred,,0,0,0,0
House Party 2,,0,0,0,0
Flight of the Intruder,,0,0,0,0
Hangin' with the Homeboys,2 wins & 8 nominations.,0,2,8,10
Where Angels Fear to Tread,1 win.,0,1,0,1
Only Yesterday,,0,0,0,0
Harley Davidson and the Marlboro Man,1 nomination.,0,0,1,1
White Fang,1 win.,0,1,0,1
Bingo,2 nominations.,0,0,2,2
Hot Shots!,1 win.,0,1,0,1
Backdraft,Nominated for 3 Oscars. Another 1 win & 8 nominations.,3,1,8,12
Billy Bathgate,Nominated for 1 Golden Globe. Another 2 nominations.,0,0,3,3
Bill & Ted's Bogus Journey,,0,0,0,0
Star Trek VI: The Undiscovered Country,Nominated for 2 Oscars. Another 2 wins & 7 nominations.,2,2,7,11
The Lovers on the Bridge,Nominated for 1 BAFTA Film Award. Another 5 wins & 10 nominations.,0,5,11,16
L.A. Story,1 nomination,0,0,1,1
Madame Bovary,2 nominations.,0,0,2,2
City of Hope,5 wins & 4 nominations.,0,5,4,9
Cool as Ice,1 win & 7 nominations.,0,1,7,8
Becoming Colette,,0,0,0,0
The Prince of Tides,Nominated for 7 Oscars. Another 3 wins & 11 nominations.,7,3,11,21
The Commitments,Nominated for 1 Oscar. Another 11 wins & 12 nominations.,1,11,12,24
Eve of Destruction,,0,0,0,0
Rapsodia en agosto,,0,0,0,0
Life Stinks,,0,0,0,0
Liebestraum,,0,0,0,0
Prospero's Books,Nominated for 1 BAFTA Film Award. Another 3 wins & 4 nominations.,0,3,5,8
The Princess and the Goblin,,0,0,0,0
Stepping Out,,0,0,0,0
Enchanted April,Nominated for 3 Oscars. Another 4 wins & 6 nominations.,3,4,6,13
London Kills Me,,0,0,0,0
Straight Out of Brooklyn,4 wins & 5 nominations.,0,4,5,9
Rambling Rose,Nominated for 2 Oscars. Another 6 wins & 13 nominations.,2,6,13,21
Stone Cold,1 nomination.,0,0,1,1
What About Bob?,2 wins & 2 nominations.,0,2,2,4
The Pit and the Pendulum,1 win & 5 nominations.,0,1,5,6
Little Man Tate,2 wins & 1 nomination.,0,2,1,3
The Perfect Weapon,,0,0,0,0
Queens Logic,1 nomination.,0,0,1,1
Pure Luck,,0,0,0,0
Cabeza de Vaca,2 wins & 5 nominations.,0,2,5,7
Punto de quiebra,,0,0,0,0
Voyager,4 wins & 4 nominations.,0,4,4,8
Europa,18 wins & 9 nominations.,0,18,9,27
The People Under the Stairs,2 wins & 7 nominations.,0,2,7,9
Timebomb,1 win.,0,1,0,1
Company Business,,0,0,0,0
The Pope Must Diet,1 nomination,0,0,1,1
Livin' Large!,,0,0,0,0
Raise the Red Lantern,Nominated for 1 Oscar. Another 24 wins & 14 nominations.,1,24,14,39
Beauty and the Beast,Won 2 Oscars. Another 30 wins & 32 nominations.,2,30,32,64
The Object of Beauty,,0,0,0,0
Regarding Henry,1 win & 2 nominations.,0,1,2,3
Highlander II: The Quickening,,0,0,0,0
V.I. Warshawski,1 nomination.,0,0,1,1
Barton Fink,Nominated for 3 Oscars. Another 19 wins & 27 nominations.,3,19,27,49
Lovers: A True Story,14 wins & 9 nominations.,0,14,9,23
Ricochet,,0,0,0,0
"He Said, She Said",,0,0,0,0
Until the End of the World,3 wins & 2 nominations.,0,3,2,5
Problem Child 2,3 nominations.,0,0,3,3
Edward II,5 wins & 2 nominations,0,5,2,7
Late for Dinner,,0,0,0,0
Father of the Bride,1 win & 4 nominations.,0,1,4,5
Robin Hood: Prince of Thieves,Nominated for 1 Oscar. Another 16 wins & 23 nominations.,1,16,23,40
Strictly Business,,0,0,0,0
High Heels,1 win.,0,1,0,1
Hear My Song,Nominated for 1 Golden Globe. Another 4 wins & 3 nominations.,0,4,4,8
The Rocketeer,1 win & 6 nominations.,0,1,6,7
Return to the Blue Lagoon,6 nominations.,0,0,6,6
Poison,4 wins & 6 nominations.,0,4,6,10
The Addams Family,Nominated for 1 Oscar. Another 5 wins & 20 nominations.,1,5,20,26
The Adjuster,5 wins & 2 nominations.,0,5,2,7
Popcorn,,0,0,0,0
The Naked Gun 2�: The Smell of Fear,,0,0,0,0
F/X2,,0,0,0,0
The Fisher King,Won 1 Oscar. Another 13 wins & 38 nominations.,1,13,38,52
Child's Play 3,1 win & 3 nominations.,0,1,3,4
The Five Heartbeats,1 win & 1 nomination.,0,1,1,2
Van Gogh,3 wins & 13 nominations.,0,3,13,16
The Rapture,4 nominations.,0,0,4,4
Beastmaster 2: Through the Portal of Time,,0,0,0,0
A Rage in Harlem,1 nomination.,0,0,1,1
Highway 61,3 wins & 4 nominations.,0,3,4,7
Ernest Scared Stupid,,0,0,0,0
For the Boys,Nominated for 1 Oscar. Another 1 win & 2 nominations.,1,1,2,4
The Butcher's Wife,1 nomination.,0,0,1,1
The Inner Circle,12 nominations.,0,0,12,12
Mississippi Masala,5 wins & 3 nominations.,0,5,3,8
Johnny Stecchino,5 wins & 3 nominations.,0,5,3,8
City Slickers,Won 1 Oscar. Another 7 wins & 7 nominations.,1,7,7,15
Sleeping with the Enemy,2 wins & 4 nominations.,0,2,4,6
Impromptu,1 win & 1 nomination.,0,1,1,2
My Heroes Have Always Been Cowboys,1 nomination.,0,0,1,1
My Girl,2 wins & 5 nominations.,0,2,5,7
JFK,Won 2 Oscars. Another 17 wins & 43 nominations.,2,17,43,62
Night on Earth,1 win & 2 nominations.,0,1,2,3
Delirious,,0,0,0,0
Career Opportunities,,0,0,0,0
Armour of God 2: Operation Condor,,0,0,0,0
Meeting Venus,3 wins & 2 nominations.,0,3,2,5
The Doctor,3 nominations.,0,0,3,3
True Colors,,0,0,0,0
Shattered,,0,0,0,0
Shakes the Clown,1 nomination.,0,0,1,1
Jungle Fever,6 wins & 9 nominations,0,6,9,15
Crooked Hearts,,0,0,0,0
Delicatessen,Nominated for 1 BAFTA Film Award. Another 15 wins & 15 nominations.,0,15,16,31
Mediterraneo,Won 1 Oscar. Another 8 wins & 17 nominations.,1,8,17,26
Defenseless,,0,0,0,0
Fried Green Tomatoes,Nominated for 2 Oscars. Another 6 wins & 12 nominations.,2,6,12,20
29th Street,,0,0,0,0
Shout,3 nominations.,0,0,3,3
Toy Soldiers,1 nomination.,0,0,1,1
The Double Life of Veronique,11 wins & 12 nominations.,0,11,12,23
Naked Lunch,13 wins & 18 nominations.,0,13,18,31
Talkin' Dirty After Dark,,0,0,0,0
Switch,3 nominations.,0,0,3,3
Another You,,0,0,0,0
If Looks Could Kill,3 nominations.,0,0,3,3
Thelma & Louise,15 wins & 46 nominations.,0,15,46,61
Mystery Date,,0,0,0,0
Necessary Roughness,,0,0,0,0
Grand Canyon,Nominated for 1 Oscar. Another 3 wins & 6 nominations.,1,3,6,10
Year of the Gun,1 nomination.,0,0,1,1
The Indian Runner,1 win & 1 nomination.,0,1,1,2
Toto the Hero,Nominated for 1 BAFTA Film Award. Another 16 wins & 3 nominations.,0,16,4,20
Amigos inseparables,,0,0,0,0
Scissors,,0,0,0,0
My Own Private Idaho,12 wins & 10 nominations.,0,12,10,22
The Doors,3 nominations.,0,0,3,3
New Jack City,1 win & 5 nominations.,0,1,5,6
Body Parts,2 wins & 6 nominations.,0,2,6,8
Slacker,1 win & 3 nominations.,0,1,3,4
Showdown in Little Tokyo,,0,0,0,0
Shadows and Fog,1 win & 2 nominations.,0,1,2,3
Freddy's Dead: The Final Nightmare,1 win & 4 nominations.,0,1,4,5
True Identity,,0,0,0,0
Double Impact,2 nominations.,0,0,2,2
Kafka,3 wins & 2 nominations.,0,3,2,5
Don't Tell Mom the Babysitter's Dead,4 nominations.,0,0,4,4
McBain,,0,0,0,0
The Knife,1 win & 1 nomination.,0,1,1,2
Talent for the Game,,0,0,0,0
An American Tail: Fievel Goes West,,0,0,0,0
Nothing But Trouble,2 wins & 6 nominations.,0,2,6,8
Hudson Hawk,3 wins & 5 nominations.,0,3,5,8
Soapdish,,0,0,0,0
The Hard Way,1 nomination.,0,0,1,1
The Last Boy Scout,2 nominations.,0,0,2,2
Mortal Thoughts,1 win & 1 nomination.,0,1,1,2
At Play in the Fields of the Lord,Nominated for 1 Golden Globe. Another 1 win & 1 nomination.,0,1,2,3
Twenty-One,3 nominations.,0,0,3,3
Kickboxer 2: The Road Back,,0,0,0,0
All I Want for Christmas,3 nominations.,0,0,3,3
Close My Eyes,4 wins.,0,4,0,4
Deceived,,0,0,0,0
Frankie and Johnny,Nominated for 1 Golden Globe. Another 4 wins & 1 nomination.,0,4,2,6
Not Without My Daughter,2 wins & 1 nomination.,0,2,1,3
Dogfight,1 nomination.,0,0,1,1
Mobsters,2 nominations.,0,0,2,2
Doc Hollywood,,0,0,0,0
Guilty by Suspicion,2 wins & 2 nominations.,0,2,2,4
Thousand Pieces of Gold,1 win & 1 nomination.,0,1,1,2
Sex and Zen,,0,0,0,0
Defending Your Life,5 nominations.,0,0,5,5
K2,,0,0,0,0
And You Thought Your Parents Were Weird,4 nominations.,0,0,4,4
Class Action,1 nomination.,0,0,1,1
The Hitman,,0,0,0,0
Boyz n the Hood,Nominated for 2 Oscars. Another 12 wins & 21 nominations.,2,12,21,35
Taking Care of Business,,0,0,0,0
Love & Murder,2 wins & 1 nomination.,0,2,1,3
The Rescuers Down Under,6 wins.,0,6,0,6
Misery,Won 1 Oscar. Another 4 wins & 10 nominations.,1,4,10,15
Mo' Better Blues,1 win & 3 nominations.,0,1,3,4
Vital Signs,,0,0,0,0
Mr. & Mrs. Bridge,9 wins & 18 nominations.,0,9,18,27
Mr. Destiny,,0,0,0,0
The Return of Superfly,,0,0,0,0
Angel Town,,0,0,0,0
Dances with Wolves,Won 7 Oscars. Another 44 wins & 38 nominations.,7,44,38,89
Goodfellas,Won 1 Oscar. Another 43 wins & 38 nominations.,1,43,38,82
The First Power,,0,0,0,0
Mindwalk,1 nomination.,0,0,1,1
Mountains of the Moon,1 win.,0,1,0,1
Another 48 Hrs.,,0,0,0,0
The Forbidden Dance,1 nomination.,0,0,1,1
Europa Europa,Nominated for 1 Oscar. Another 8 wins & 7 nominations.,1,8,7,16
Predator 2,1 win & 4 nominations.,0,1,4,5
Postcards from the Edge,Nominated for 2 Oscars. Another 2 wins & 10 nominations.,2,2,10,14
My Father's Glory,2 wins & 4 nominations.,0,2,4,6
Everybody Wins,1 nomination.,0,0,1,1
Mister Johnson,1 win & 1 nomination.,0,1,1,2
Look Who's Talking Too,3 nominations.,0,0,3,3
Tales from the Darkside: The Movie,1 win.,0,1,0,1
Loose Cannons,29 wins & 24 nominations.,0,29,24,53
Vincent & Theo,1 win.,0,1,0,1
Problem Child,1 nomination.,0,0,1,1
Heaven and Earth,1 win & 6 nominations.,0,1,6,7
My Mother's Castle,1 win & 5 nominations.,0,1,5,6
Ghost Dad,3 nominations.,0,0,3,3
Lord of the Flies,3 nominations.,0,0,3,3
My Blue Heaven,,0,0,0,0
Gate 2: The Trespassers,,0,0,0,0
An Angel at My Table,18 wins & 4 nominations.,0,18,4,22
The Adventures of Ford Fairlane,5 wins & 3 nominations.,0,5,3,8
Ghost,Won 2 Oscars. Another 16 wins & 23 nominations.,2,16,23,41
Pretty Woman,Nominated for 1 Oscar. Another 8 wins & 10 nominations.,1,8,10,19
Presumed Innocent,1 win & 2 nominations.,0,1,2,3
To Sleep with Anger,7 wins & 10 nominations.,0,7,10,17
Miami Blues,2 wins & 2 nominations.,0,2,2,4
Heart Condition,,0,0,0,0
Love at Large,,0,0,0,0
Ultra Warrior,,0,0,0,0
Courage Mountain,,0,0,0,0
Alice,Nominated for 1 Oscar. Another 1 win & 6 nominations.,1,1,6,8
Back to the Future Part III,5 wins & 11 nominations.,0,5,11,16
Truly Madly Deeply,Won 1 BAFTA Film Award. Another 16 wins & 7 nominations.,0,17,7,24
Happily Ever After,,0,0,0,0
Coupe de Ville,,0,0,0,0
Flatliners,Nominated for 1 Oscar. Another 2 nominations.,1,0,2,3
Flashback,,0,0,0,0
Pacific Heights,,0,0,0,0
Crossing the Line,,0,0,0,0
Meet the Applegates,,0,0,0,0
Gremlins 2: The New Batch,6 nominations.,0,0,6,6
Memphis Belle,Nominated for 1 BAFTA Film Award. Another 1 win & 3 nominations.,0,1,4,5
The Two Jakes,,0,0,0,0
Auntie Danielle,3 nominations.,0,0,3,3
Cry-Baby,,0,0,0,0
Avalon,4 wins & 1 nomination.,0,4,1,5
The Exorcist III,2 wins & 5 nominations.,0,2,5,7
Marked for Death,,0,0,0,0
Nuns on the Run,,0,0,0,0
Awakenings,Nominated for 3 Oscars. Another 6 wins & 8 nominations.,3,6,8,17
Tune in Tomorrow...,2 wins.,0,2,0,2
The End of Innocence,,0,0,0,0
Two Evil Eyes,2 nominations.,0,0,2,2
May Fools,Nominated for 1 BAFTA Film Award. Another 2 wins & 6 nominations.,0,2,7,9
Q & A,,0,0,0,0
Almost an Angel,,0,0,0,0
Frankenhooker,,0,0,0,0
Fire Birds,,0,0,0,0
Nightbreed,7 wins & 4 nominations.,0,7,4,11
Bad Influence,1 win & 1 nomination.,0,1,1,2
Funny About Love,,0,0,0,0
Crazy People,,0,0,0,0
"After Dark, My Sweet",1 nomination.,0,0,1,1
Streets,,0,0,0,0
Havana,Nominated for 1 Oscar. Another 2 nominations.,1,0,2,3
The Witches,Nominated for 1 BAFTA Film Award. Another 3 wins & 7 nominations.,0,3,8,11
The Field,Nominated for 1 Oscar. Another 3 nominations.,1,0,3,4
Graveyard Shift,1 nomination.,0,0,1,1
Daddy's Dyin'... Who's Got the Will?,,0,0,0,0
Metropolitan,Nominated for 1 Oscar. Another 6 wins & 9 nominations.,1,6,9,16
Graffiti Bridge,1 win & 6 nominations.,0,1,6,7
Cadillac Man,,0,0,0,0
The Russia House,Nominated for 1 Golden Globe. Another 4 nominations.,0,0,5,5
Navy Seals,,0,0,0,0
Narrow Margin,1 nomination.,0,0,1,1
Miller's Crossing,4 wins & 16 nominations.,0,4,16,20
Cadence,1 nomination.,0,0,1,1
Texasville,,0,0,0,0
Mermaids,Nominated for 1 Golden Globe. Another 4 wins.,0,4,1,5
Cyrano de Bergerac,Won 1 Oscar. Another 30 wins & 29 nominations.,1,30,29,60
The Sheltering Sky,Won 1 Golden Globe. Another 8 wins & 8 nominations.,0,9,8,17
Night of the Living Dead,6 wins.,0,6,0,6
Men Don't Leave,3 nominations.,0,0,3,3
Madhouse,,0,0,0,0
The Shrimp on the Barbie,,0,0,0,0
Tremors,5 nominations.,0,0,5,5
Men at Work,,0,0,0,0
The Hairdresser's Husband,Nominated for 1 BAFTA Film Award. Another 1 win & 7 nominations.,0,1,8,9
American Ninja 4: The Annihilation,,0,0,0,0
Arachnophobia,2 wins & 5 nominations.,0,2,5,7
Hard to Kill,,0,0,0,0
Hardware,3 wins & 3 nominations.,0,3,3,6
Men of Respect,1 nomination.,0,0,1,1
Air America,1 nomination.,0,0,1,1
Strike It Rich,,0,0,0,0
Green Card,Nominated for 1 Oscar. Another 3 wins & 3 nominations.,1,3,3,7
Opportunity Knocks,,0,0,0,0
Pump Up the Volume,3 wins & 5 nominations.,0,3,5,8
Chicago Joe and the Showgirl,,0,0,0,0
DuckTales the Movie: Treasure of the Lost Lamp,1 nomination.,0,0,1,1
House Party,2 wins & 10 nominations.,0,2,10,12
Bird on a Wire,,0,0,0,0
The Long Walk Home,1 win & 2 nominations.,0,1,2,3
White Hunter Black Heart,2 nominations.,0,0,2,2
Dreams,3 wins & 12 nominations.,0,3,12,15
White Palace,Nominated for 1 Golden Globe. Another 1 win.,0,1,1,2
The Godfather: Part III,Nominated for 7 Oscars. Another 6 wins & 16 nominations.,7,6,16,29
A Cry in the Wild,1 nomination.,0,0,1,1
The Last of the Finest,1 nomination.,0,0,1,1
Downtown,,0,0,0,0
Stanley & Iris,,0,0,0,0
Wild at Heart,Nominated for 1 Oscar. Another 5 wins & 11 nominations.,1,5,11,17
The Krays,Nominated for 1 BAFTA Film Award. Another 4 wins & 1 nomination.,0,4,2,6
Ju Dou,Nominated for 1 Oscar. Another 10 wins & 2 nominations.,1,10,2,13
Darkman,3 wins & 8 nominations.,0,3,8,11
Days of Thunder,Nominated for 1 Oscar. Another 1 win & 1 nomination.,1,1,1,3
Come See the Paradise,3 nominations.,0,0,3,3
Reversal of Fortune,Won 1 Oscar. Another 12 wins & 16 nominations.,1,12,16,29
Leatherface: Texas Chainsaw Massacre III,1 nomination.,0,0,1,1
The Misadventures of Mr. Wilt,,0,0,0,0
"Welcome Home, Roxy Carmichael",,0,0,0,0
Edward Scissorhands,Nominated for 1 Oscar. Another 9 wins & 23 nominations.,1,9,23,33
Lambada,,0,0,0,0
RoboCop 2,3 nominations.,0,0,3,3
China Cry: A True Story,,0,0,0,0
Home Alone,Nominated for 2 Oscars. Another 11 wins & 4 nominations.,2,11,4,17
Rocky V,9 nominations.,0,0,9,9
Roger Corman's Frankenstein Unbound,4 nominations.,0,0,4,4
State of Grace,,0,0,0,0
Rosencrantz & Guildenstern Are Dead,3 wins & 2 nominations.,0,3,2,5
I Love You to Death,,0,0,0,0
Journey of Hope,Won 1 Oscar. Another 3 wins & 2 nominations.,1,3,2,6
Short Time,,0,0,0,0
Body Chemistry,,0,0,0,0
Spaced Invaders,,0,0,0,0
The Grifters,Nominated for 4 Oscars. Another 10 wins & 17 nominations.,4,10,17,31
Slumber Party Massacre III,,0,0,0,0
Delta Force 2: The Colombian Connection,,0,0,0,0
Class of 1999,1 nomination.,0,0,1,1
Brain Dead,,0,0,0,0
Def by Temptation,1 nomination.,0,0,1,1
The Haunting of Morella,,0,0,0,0
The Boyfriend School,,0,0,0,0
Internal Affairs,,0,0,0,0
Death Warrant,,0,0,0,0
Soultaker,1 win.,0,1,0,1
"�Ay, Carmela!",22 wins & 6 nominations.,0,22,6,28
The Hot Spot,,0,0,0,0
Desperate Hours,1 nomination.,0,0,1,1
Young Guns II,Nominated for 1 Oscar. Another 3 wins & 3 nominations.,1,3,3,7
Die Hard 2,1 win & 1 nomination.,0,1,1,2
Sibling Rivalry,,0,0,0,0
Joe Versus the Volcano,1 nomination.,0,0,1,1
"I, the Worst of All",4 wins & 1 nomination.,0,4,1,5
Jetsons: The Movie,1 nomination.,0,0,1,1
Side Out,,0,0,0,0
Dick Tracy,Won 3 Oscars. Another 6 wins & 36 nominations.,3,6,36,45
Ski Patrol,,0,0,0,0
Book of Love,1 nomination.,0,0,1,1
Jacob's Ladder,3 wins.,0,3,0,3
The Hunt for Red October,Won 1 Oscar. Another 2 wins & 8 nominations.,1,2,8,11
The Bonfire of the Vanities,1 win & 5 nominations.,0,1,5,6
3 Men and a Little Lady,,0,0,0,0
Hidden Agenda,2 wins & 3 nominations.,0,2,3,5
Kindergarten Cop,4 wins & 1 nomination.,0,4,1,5
El vengador del futuro,,0,0,0,0
The Fourth War,,0,0,0,0
El verdugo de Nueva York,,0,0,0,0
The Nasty Girl,Nominated for 1 Oscar. Another 11 wins & 5 nominations.,1,11,5,17
The NeverEnding Story II: The Next Chapter,2 wins & 4 nominations.,0,2,4,6
Lionheart,,0,0,0,0
The Comfort of Strangers,1 win.,0,1,0,1
Henry & June,,0,0,0,0
Ernest Goes to Jail,,0,0,0,0
Life Is Sweet,8 wins & 3 nominations.,0,8,3,11
A Tale of Springtime,,0,0,0,0
Betsy's Wedding,3 nominations.,0,0,3,3
Quigley Down Under,2 wins & 1 nomination.,0,2,1,3
Waiting for the Light,,0,0,0,0
The Freshman,1 win & 2 nominations.,0,1,2,3
Repossessed,1 win.,0,1,0,1
El pr�ncipe Cascanueces,,0,0,0,0
A Show of Force,,0,0,0,0
Child's Play 2,1 win.,0,1,0,1
Quick Change,,0,0,0,0
A Shock to the System,1 nomination.,0,0,1,1
She's Out of Control,1 win & 1 nomination.,0,1,1,2
Shag,2 nominations.,0,0,2,2
Do the Right Thing,Nominated for 2 Oscars. Another 21 wins & 15 nominations.,2,21,15,38
Gross Anatomy,,0,0,0,0
The Big Picture,,0,0,0,0
Always,3 nominations.,0,0,3,3
True Believer,1 win & 1 nomination.,0,1,1,2
Bloodhounds of Broadway,1 nomination.,0,0,1,1
The January Man,,0,0,0,0
A Nightmare on Elm Street 5: The Dream Child,3 wins & 2 nominations.,0,3,2,5
Troop Beverly Hills,,0,0,0,0
Disorganized Crime,,0,0,0,0
No Holds Barred,,0,0,0,0
Triumph of the Spirit,,0,0,0,0
Tap,1 nomination.,0,0,1,1
84C MoPic,3 nominations.,0,0,3,3
The War of the Roses,Nominated for 3 Golden Globes. Another 2 wins & 6 nominations.,0,2,9,11
Worth Winning,,0,0,0,0
Longtime Companion,Nominated for 1 Oscar. Another 6 wins & 5 nominations.,1,6,5,12
Shirley Valentine,Nominated for 2 Oscars. Another 4 wins & 7 nominations.,2,4,7,13
Blue Steel,2 wins & 1 nomination.,0,2,1,3
Shocker,1 nomination.,0,0,1,1
Tango & Cash,Nominated for 1 Oscar. Another 8 wins & 10 nominations.,1,8,10,19
She-Devil,,0,0,0,0
K-9,,0,0,0,0
Bloodfist,,0,0,0,0
Kill Me Again,1 win.,0,1,0,1
Sea of Love,4 nominations.,0,0,4,4
Dark Obsession,2 nominations.,0,0,2,2
Chances Are,Nominated for 1 Oscar. Another 1 win & 1 nomination.,1,1,1,3
The Toxic Avenger Part III: The Last Temptation of Toxie,1 nomination.,0,0,1,1
The Toxic Avenger Part II,1 nomination.,0,0,1,1
Cruising Bar,1 win & 3 nominations.,0,1,3,4
Crack House,,0,0,0,0
Martians Go Home,,0,0,0,0
Old Gringo,1 nomination.,0,0,1,1
How to Get Ahead in Advertising,,0,0,0,0
Scenes from the Class Struggle in Beverly Hills,1 win & 1 nomination.,0,1,1,2
Wild Orchid,2 nominations.,0,0,2,2
Chattahoochee,,0,0,0,0
Kickboxer,,0,0,0,0
Teen Witch,2 nominations.,0,0,2,2
Blaze,Nominated for 1 Oscar. Another 1 win & 2 nominations.,1,1,2,4
Second Sight,,0,0,0,0
Chameleon Street,1 win & 1 nomination.,0,1,1,2
"See No Evil, Hear No Evil",,0,0,0,0
See You in the Morning,,0,0,0,0
Look Who's Talking,5 wins & 2 nominations.,0,5,2,7
Blind Fury,,0,0,0,0
A Chorus of Disapproval,,0,0,0,0
Winter People,,0,0,0,0
Wired,,0,0,0,0
"Sex, Lies, and Videotape",Nominated for 1 Oscar. Another 15 wins & 23 nominations.,1,15,23,39
Cousins,,0,0,0,0
Dead Poets Society,Won 1 Oscar. Another 19 wins & 19 nominations.,1,19,19,39
The Unbelievable Truth,2 nominations.,0,0,2,2
The Karate Kid Part III,5 nominations.,0,0,5,5
Friday the 13th Part VIII: Jason Takes Manhattan,2 nominations.,0,0,2,2
American Ninja 3: Blood Hunt,,0,0,0,0
Sweetie,3 wins & 8 nominations.,0,3,8,11
Johnny Handsome,3 nominations.,0,0,3,3
My Left Foot,Won 2 Oscars. Another 21 wins & 20 nominations.,2,21,20,43
Erik the Viking,,0,0,0,0
Torrents of Spring,1 nomination.,0,0,1,1
In Country,,0,0,0,0
The Horror Show,1 nomination.,0,0,1,1
Little Nemo: Adventures in Slumberland,1 win & 1 nomination.,0,1,1,2
